,Annualized Mean,Annualized Volatility,Annualized Sharpe Ratio,Skewness,Excess Kurtosis,VaR (0.05),CVaR (0.05),Min,Max,Max Drawdown,Peak,Bottom,Recovery
MA Trading Strategy,0.9661407618237382,0.46982643627307463,2.0563780307632444,0.4392295552063488,52.79571691615298,-0.005569101916625172,-0.011643637641850483,-0.0920365002500003,0.08452042500000047,-0.26123092417889915,4164,6114,7097
