timestamp,close,high,low,trade_count,open,volume,vwap,symbol,Short_MA,Long_MA,pnl,holdings
2023-01-02 19:00:00+00:00,16729.86,16736.4,16711.09,1015,16718.24,63.141291,16723.00555,BTC/USD,16715.605,,0.0,0
2023-01-02 20:00:00+00:00,16722.15,16732.53,16704.85,1032,16732.53,60.905746,16719.520712,BTC/USD,16715.241666666665,,0.0,0
2023-01-02 21:00:00+00:00,16750.71,16779.0,16715.55,1759,16722.15,90.564961,16743.196321,BTC/USD,16718.461666666666,,0.0,0
2023-01-02 22:00:00+00:00,16693.17,16755.73,16686.27,3338,16750.86,172.578651,16718.589208,BTC/USD,16716.100833333334,,0.0,0
2023-01-02 23:00:00+00:00,16667.33,16715.81,16657.57,3824,16693.5,196.483675,16695.253724,BTC/USD,16710.836666666666,,0.0,0
2023-01-03 00:00:00+00:00,16690.73,16699.6,16642.4,2045,16668.01,138.735802,16672.015955,BTC/USD,16708.606666666667,,0.0,0
2023-01-03 01:00:00+00:00,16671.39,16688.76,16646.81,1616,16688.49,75.439939,16666.276911,BTC/USD,16706.903333333335,,0.0,0
2023-01-03 02:00:00+00:00,16668.46,16684.22,16664.59,1125,16670.64,49.447123,16673.292701,BTC/USD,16704.738333333335,,0.0,0
2023-01-03 03:00:00+00:00,16684.39,16693.88,16662.05,1291,16668.45,55.743592,16680.557046,BTC/USD,16701.115,,0.0,0
2023-01-03 04:00:00+00:00,16679.47,16695.53,16673.99,912,16685.38,49.398836,16683.876933,BTC/USD,16698.8425,16634.233125000002,0.0,1
2023-01-03 05:00:00+00:00,16718.82,16720.62,16677.2,1302,16678.5,80.777168,16698.540713,BTC/USD,16699.516666666666,16638.3275,0.03934999999999127,2
2023-01-03 06:00:00+00:00,16722.32,16768.05,16717.95,2429,16721.01,165.219987,16739.068667,BTC/USD,16699.9,16642.285,0.04634999999999127,3
2023-01-03 07:00:00+00:00,16725.07,16727.53,16702.94,1099,16720.45,60.034626,16714.861484,BTC/USD,16699.500833333335,16646.604375,0.05459999999999127,4
2023-01-03 08:00:00+00:00,16711.58,16730.77,16694.29,1473,16724.11,82.053821,16709.182603,BTC/USD,16698.62,16650.862083333333,0.0006399999999994179,5
2023-01-03 09:00:00+00:00,16734.51,16750.67,16711.35,1140,16711.98,63.252364,16731.834463,BTC/USD,16697.27,16655.054583333334,0.11528999999997905,5
2023-01-03 10:00:00+00:00,16720.3,16742.54,16717.32,738,16736.42,34.55355,16730.176145,BTC/USD,16699.530833333334,16658.74916666667,0.04423999999999069,5
2023-01-03 11:00:00+00:00,16713.67,16731.24,16704.86,850,16719.59,47.349082,16718.47415,BTC/USD,16703.3925,16662.15625,0.011089999999981956,5
2023-01-03 12:00:00+00:00,16706.17,16722.57,16698.0,887,16715.74,41.64679,16712.000214,BTC/USD,16704.679166666665,16665.29333333333,-0.026410000000018044,5
2023-01-03 13:00:00+00:00,16719.72,16732.23,16704.3,1528,16704.3,90.579252,16720.699383,BTC/USD,16708.70666666667,16668.999375,0.041339999999996505,5
2023-01-03 14:00:00+00:00,16655.14,16766.78,16639.0,5404,16720.82,378.296779594,16711.521494,BTC/USD,16707.596666666665,16671.427916666667,-0.28156000000001224,5
2023-01-03 15:00:00+00:00,16670.93,16677.8757,16613.05,4970,16655.15,340.722670126,16646.6307,BTC/USD,16706.475000000002,16673.916041666667,-0.2026100000000151,5
2023-01-03 16:00:00+00:00,16617.0,16680.87,16607.04,3692,16671.86,214.290305,16645.379408,BTC/USD,16701.26916666667,16675.124375000003,-0.47226000000000934,5
2023-01-03 17:00:00+00:00,16627.76,16639.63,16600.0,2879,16618.78,125.154651,16620.448988,BTC/USD,16693.680833333332,16676.242708333335,-0.4184600000000209,5
2023-01-03 18:00:00+00:00,16638.28,16647.03,16621.13,1776,16626.61,78.529316,16636.336543,BTC/USD,16686.677499999998,16677.31625,-0.3658600000000152,5
2023-01-03 19:00:00+00:00,16636.11,16650.33,16618.02,1948,16639.74,90.610098,16635.318937,BTC/USD,16679.264166666668,16678.13645833333,-0.3767100000000064,5
2023-01-03 20:00:00+00:00,16656.39,16665.0,16634.38,2507,16636.67,157.336601,16651.242167,BTC/USD,16674.664999999997,16679.310625,-0.2753100000000122,4
2023-01-03 21:00:00+00:00,16656.7,16670.23,16653.17,1747,16657.24,91.279622,16661.082883,BTC/USD,16668.180833333332,16680.450208333332,-0.274070000000007,3
2023-01-03 22:00:00+00:00,16671.32,16672.0,16640.97,1947,16659.28,91.83955145,16653.095181,BTC/USD,16664.099166666667,16681.997083333332,-0.23021000000000638,2
2023-01-03 23:00:00+00:00,16666.58,16685.98,16659.46,2092,16669.26,112.312935,16672.474937,BTC/USD,16660.175,16683.16041666667,-0.23969000000000235,1
2023-01-04 00:00:00+00:00,16656.26,16670.93,16647.89,2208,16668.33,102.184138,16660.112478,BTC/USD,16656.015833333335,16684.708958333333,-0.25001000000000934,0
2023-01-04 01:00:00+00:00,16696.85,16724.21,16652.67,3982,16654.16,208.27402,16701.073754,BTC/USD,16654.11,16687.554583333334,-0.25001000000000934,0
2023-01-04 02:00:00+00:00,16729.85,16744.35,16696.6,3475,16696.62,188.11062,16724.054691,BTC/USD,16660.33583333333,16690.645625,-0.25001000000000934,0
2023-01-04 03:00:00+00:00,16855.17,16867.66,16729.68,8479,16729.68,592.409412,16809.289473,BTC/USD,16675.689166666667,16694.77,-0.25001000000000934,0
2023-01-04 04:00:00+00:00,16856.2,16900.0,16843.51,4861,16856.6,304.815647086,16867.243728,BTC/USD,16695.622499999998,16699.413541666665,-0.25001000000000934,0
2023-01-04 05:00:00+00:00,16850.59,16859.55,16833.25,2793,16853.4,129.680526,16844.613391,BTC/USD,16714.19166666667,16703.742916666666,-0.25001000000000934,1
2023-01-04 06:00:00+00:00,16872.58,16872.58,16844.86,1738,16852.62,75.924977,16855.246184,BTC/USD,16733.716666666667,16708.695000000003,-0.22802000000000408,2
2023-01-04 07:00:00+00:00,16866.64,16884.0,16842.95,2255,16871.06,147.438797,16863.129681,BTC/USD,16752.9275,16711.824375,-0.23990000000000872,3
2023-01-04 08:00:00+00:00,16857.6,16910.0,16829.38,3678,16866.51,236.016235039,16864.674369,BTC/USD,16769.695,16714.555416666666,-0.26702000000001863,4
2023-01-04 09:00:00+00:00,16838.82,16862.62,16827.96,1541,16858.64,96.111626,16847.247014,BTC/USD,16784.871666666666,16717.196041666666,-0.3421399999999994,5
2023-01-04 10:00:00+00:00,16838.71,16842.94,16827.0,985,16840.04,42.264573,16835.558347,BTC/USD,16798.82083333333,16719.637916666667,-0.34269000000001687,5
2023-01-04 11:00:00+00:00,16830.85,16847.98,16829.74,1239,16839.54,64.674797,16840.55781,BTC/USD,16812.51,16721.728541666667,-0.3819900000000052,5
2023-01-04 12:00:00+00:00,16807.07,16841.18,16798.98,2177,16830.8,142.979274,16820.428648,BTC/USD,16825.0775,16723.594791666666,-0.5008899999999994,5
2023-01-04 13:00:00+00:00,16820.93,16833.2,16804.16,1895,16807.8,74.272467,16820.851778,BTC/USD,16835.4175,16726.284375,-0.431590000000011,5
2023-01-04 14:00:00+00:00,16823.12,16852.6,16789.76,4527,16822.45,343.475178,16820.561352,BTC/USD,16843.19,16728.965208333335,-0.42064000000001395,5
2023-01-04 15:00:00+00:00,16848.54,16856.7,16760.57,7364,16823.14,547.378884654,16807.702607,BTC/USD,16842.6375,16731.479166666668,-0.29353999999999364,5
2023-01-04 16:00:00+00:00,16852.93,16888.38,16824.33,5343,16848.54,322.965931,16858.957706,BTC/USD,16842.365,16734.524791666667,-0.27159000000001104,5
2023-01-04 17:00:00+00:00,16888.79,16925.0,16842.94,4810,16854.47,322.67274975,16896.881055,BTC/USD,16845.548333333332,16738.234375,-0.0922899999999936,5
2023-01-04 18:00:00+00:00,16945.38,16978.75,16869.6,6119,16888.58,344.266171,16931.708842,BTC/USD,16851.615,16742.977291666666,0.1906600000000035,5
2023-01-04 19:00:00+00:00,16837.7,16984.54,16782.97,11623,16944.48,875.023215,16865.518206,BTC/USD,16849.203333333335,16745.223958333332,-0.3477400000000052,5
2023-01-04 20:00:00+00:00,16803.48,16845.69,16775.0,5737,16838.97,323.711219,16810.700887,BTC/USD,16844.693333333333,16746.91833333333,-0.5188400000000111,5
2023-01-04 21:00:00+00:00,16820.17,16822.77,16791.34,2812,16801.23,138.530677,16809.836136,BTC/USD,16843.139166666668,16748.365416666667,-0.43539000000001393,5
2023-01-04 22:00:00+00:00,16821.78,16843.02,16810.94,1537,16819.12,89.681067,16823.151387,BTC/USD,16841.728333333336,16751.044791666664,-0.42734000000001104,5
2023-01-04 23:00:00+00:00,16845.4,16862.76,16810.13,3310,16820.61,162.625875,16841.329971,BTC/USD,16842.940833333334,16754.75458333333,-0.30924000000000523,5
2023-01-05 00:00:00+00:00,16822.45,16872.73,16821.2,2746,16846.12,150.344021,16850.782596,BTC/USD,16844.2225,16757.498750000002,-0.42399000000000525,5
2023-01-05 01:00:00+00:00,16828.27,16845.1,16802.76,2214,16822.1,102.429578,16824.177904,BTC/USD,16844.834166666667,16760.767083333332,-0.3948899999999994,5
2023-01-05 02:00:00+00:00,16833.52,16840.59,16819.16,2458,16828.27,80.433199,16829.495021,BTC/USD,16845.700833333332,16764.205833333333,-0.3686399999999994,5
2023-01-05 03:00:00+00:00,16823.78,16835.05,16812.91,2530,16833.52,70.503174,16823.167554,BTC/USD,16843.6375,16767.109791666666,-0.4173400000000111,5
2023-01-05 04:00:00+00:00,16830.19,16836.05,16817.03,2115,16823.29,55.315586,16827.599884,BTC/USD,16841.7425,16770.249791666665,-0.3852900000000081,5
2023-01-05 05:00:00+00:00,16840.5,16843.31,16829.04,1189,16830.19,38.900692,16836.894435,BTC/USD,16837.718333333334,16772.78479166667,-0.33374000000000525,5
2023-01-05 06:00:00+00:00,16812.69,16840.17,16807.52,1425,16838.47,50.634168,16819.846003,BTC/USD,16826.66083333333,16774.6675,-0.47279000000000815,5
2023-01-05 07:00:00+00:00,16817.88,16818.06,16785.57,1689,16815.12,73.60176,16805.101818,BTC/USD,16825.009166666667,16776.601041666665,-0.4468399999999965,5
2023-01-05 08:00:00+00:00,16801.96,16824.21,16788.07,1429,16816.43,40.438882,16808.05585,BTC/USD,16824.8825,16778.483958333334,-0.5264400000000169,5
2023-01-05 09:00:00+00:00,16802.76,16807.78,16777.97,1777,16802.92,68.953097,16792.291974,BTC/USD,16823.431666666667,16779.905833333334,-0.5224400000000169,5
2023-01-05 10:00:00+00:00,16818.02,16830.0,16798.63,1334,16800.4,54.725242,16817.112818,BTC/USD,16823.118333333332,16781.941666666666,-0.44613999999999937,5
2023-01-05 11:00:00+00:00,16828.1,16832.43,16810.32,1093,16820.41,44.75512,16821.416187,BTC/USD,16821.676666666666,16784.325625,-0.39574000000000525,5
2023-01-05 12:00:00+00:00,16818.41,16829.46,16809.37,1068,16826.33,41.8657,16818.836868,BTC/USD,16821.34,16786.663958333334,-0.4441900000000023,5
2023-01-05 13:00:00+00:00,16773.5,16826.91,16770.71,2836,16817.59,159.929673,16798.044857,BTC/USD,16816.775833333333,16787.784375,-0.6687400000000052,5
2023-01-05 14:00:00+00:00,16824.56,16829.06,16755.45,4794,16773.5,295.391523,16790.630712,BTC/USD,16816.029166666667,16791.313958333332,-0.4134400000000023,5
2023-01-05 15:00:00+00:00,16839.08,16873.28,16818.2,4043,16823.14,212.230635561,16848.159869,BTC/USD,16817.304166666665,16794.81708333333,-0.34083999999999653,5
2023-01-05 16:00:00+00:00,16833.79,16858.42,16820.0,2130,16836.5,100.75772978,16835.473871,BTC/USD,16817.604166666668,16799.333541666667,-0.3672899999999936,5
2023-01-05 17:00:00+00:00,16807.06,16841.51,16805.11,1525,16833.2,76.499592,16821.916473,BTC/USD,16814.8175,16803.068958333333,-0.5009400000000023,5
2023-01-05 18:00:00+00:00,16837.29,16842.86,16797.0,1891,16807.07,120.430778,16821.68117,BTC/USD,16816.8675,16807.215,-0.3497899999999936,5
2023-01-05 19:00:00+00:00,16857.97,16867.23,16822.36,2342,16837.0,134.036279,16842.227583,BTC/USD,16820.208333333332,16811.837083333336,-0.24638999999999942,5
2023-01-05 20:00:00+00:00,16852.53,16864.38,16841.1,1703,16856.46,118.097354,16852.136696,BTC/USD,16824.4225,16815.923333333336,-0.27359000000001105,5
2023-01-05 21:00:00+00:00,16843.09,16858.52,16829.01,1778,16853.75,79.734941,16840.798579,BTC/USD,16827.783333333333,16819.806458333333,-0.3207900000000082,5
2023-01-05 22:00:00+00:00,16831.94,16852.53,16827.82,1616,16842.64,44.000998,16840.855565,BTC/USD,16828.943333333333,16823.152708333335,-0.37654000000000815,5
2023-01-05 23:00:00+00:00,16824.44,16841.3,16815.44,3346,16832.41,163.154865187,16826.712198,BTC/USD,16828.638333333332,16826.44145833333,-0.4140400000000081,5
2023-01-06 00:00:00+00:00,16852.63,16865.48,16819.62,4948,16827.51,178.162596,16840.032152,BTC/USD,16831.49,16830.5325,-0.2730899999999965,5
2023-01-06 01:00:00+00:00,16822.56,16857.85,16815.18,3972,16853.54,131.906981,16842.409356,BTC/USD,16835.578333333335,16833.15145833333,-0.42344000000000237,5
2023-01-06 02:00:00+00:00,16832.8,16834.32,16797.76,1708,16823.04,109.145174,16817.460638,BTC/USD,16836.265,16835.29625,-0.37224000000000523,5
2023-01-06 03:00:00+00:00,16827.0,16837.27,16820.54,1378,16830.94,57.00714,16829.455555,BTC/USD,16835.258333333335,16834.709375000002,-0.4012400000000052,5
2023-01-06 04:00:00+00:00,16817.59,16831.53,16800.23,3690,16827.64,118.448234,16814.583914,BTC/USD,16833.908333333333,16833.905,-0.4482900000000081,5
2023-01-06 05:00:00+00:00,16803.47,16818.46,16789.61,3966,16817.0,106.50248,16804.417727,BTC/USD,16833.609166666665,16832.923333333336,-0.5188899999999994,5
2023-01-06 06:00:00+00:00,16781.74,16809.27,16777.01,2283,16803.36,96.048272,16792.162657,BTC/USD,16828.98,16831.030833333334,-0.6275399999999937,4
2023-01-06 07:00:00+00:00,16789.74,16796.35,16775.0,1135,16781.74,49.924083,16785.183915,BTC/USD,16823.294166666667,16829.428750000003,-0.5955400000000081,3
2023-01-06 08:00:00+00:00,16794.78,16807.0,16787.12,1331,16787.43,55.602367,16796.066415,BTC/USD,16818.481666666667,16828.12,-0.5804200000000128,2
2023-01-06 09:00:00+00:00,16782.62,16797.09,16758.42,1756,16797.09,120.698576,16773.016549,BTC/USD,16813.4425,16826.94916666667,-0.6047400000000198,1
2023-01-06 10:00:00+00:00,16762.57,16796.24,16757.22,2074,16780.73,88.557211,16776.778842,BTC/USD,16807.661666666667,16825.36291666667,-0.6247900000000082,0
2023-01-06 11:00:00+00:00,16734.26,16767.84,16709.64,2982,16759.52,183.186218,16739.410601,BTC/USD,16800.146666666667,16823.350625,-0.6247900000000082,0
2023-01-06 12:00:00+00:00,16726.29,16741.37,16712.74,2124,16732.05,108.851071,16728.033444,BTC/USD,16789.618333333332,16821.667708333334,-0.6247900000000082,0
2023-01-06 13:00:00+00:00,16766.94,16806.91,16675.0,7335,16723.51,680.484429,16745.972793,BTC/USD,16784.983333333334,16820.542916666665,-0.6247900000000082,0
2023-01-06 14:00:00+00:00,16741.76,16783.25,16713.26,4485,16766.75,373.1848,16749.250367,BTC/USD,16777.396666666667,16818.847916666666,-0.6247900000000082,0
2023-01-06 15:00:00+00:00,16832.12,16839.85,16742.29,4591,16742.3,391.886330818,16788.985296,BTC/USD,16777.823333333334,16818.505833333333,-0.6247900000000082,0
2023-01-06 16:00:00+00:00,16820.61,16847.36,16798.19,3433,16834.66,233.527884,16817.875901,BTC/USD,16778.075,16817.8325,-0.6247900000000082,0
2023-01-06 17:00:00+00:00,16814.26,16834.81,16804.46,1836,16821.0,127.541619,16820.342415,BTC/USD,16778.974166666667,16816.279791666664,-0.6247900000000082,0
2023-01-06 18:00:00+00:00,16842.49,16853.0,16814.43,3175,16814.43,212.369229,16840.303111,BTC/USD,16784.036666666667,16814.13625,-0.6247900000000082,0
2023-01-06 19:00:00+00:00,16933.27,16955.0,16836.23,5465,16844.14,485.840133386,16905.944661,BTC/USD,16795.9975,16816.127291666668,-0.6247900000000082,0
2023-01-06 20:00:00+00:00,16889.81,17022.87,16878.17,7579,16934.47,698.633648,16958.09445,BTC/USD,16803.916666666668,16817.92583333333,-0.6247900000000082,0
2023-01-06 21:00:00+00:00,16923.1,16943.21,16882.93,3125,16888.9,281.984734,16913.292479,BTC/USD,16815.623333333333,16820.070208333334,-0.6247900000000082,0
2023-01-06 22:00:00+00:00,16952.32,16958.46,16923.59,2188,16924.67,128.967655,16941.44534,BTC/USD,16831.435833333333,16822.789791666666,-0.6247900000000082,1
2023-01-06 23:00:00+00:00,16943.75,16973.08,16935.59,3470,16950.17,223.441659,16956.211202,BTC/USD,16848.89333333333,16824.83875,-0.6333600000000151,2
2023-01-07 00:00:00+00:00,16969.61,16971.37,16928.54,2241,16944.85,135.764181,16947.219695,BTC/USD,16869.170000000002,16827.904583333333,-0.581640000000014,3
2023-01-07 01:00:00+00:00,16941.73,16973.73,16937.5,1689,16969.02,96.231021,16952.480529,BTC/USD,16883.735833333336,16830.268333333333,-0.6652800000000134,4
2023-01-07 02:00:00+00:00,16936.06,16948.46,16930.17,1221,16942.39,55.153639,16938.655016,BTC/USD,16899.9275,16832.404583333333,-0.687960000000021,5
2023-01-07 03:00:00+00:00,16944.12,16949.1,16928.56,1366,16936.06,49.4888,16939.102367,BTC/USD,16909.260833333334,16834.911666666667,-0.6476600000000327,5
2023-01-07 04:00:00+00:00,16931.1,16945.41,16927.09,898,16944.67,31.140814,16938.377088,BTC/USD,16918.468333333334,16837.013958333333,-0.7127600000000093,5
2023-01-07 05:00:00+00:00,16926.62,16933.77,16923.82,574,16931.48,18.870196,16930.219974,BTC/USD,16927.83166666667,16838.808125,-0.7351600000000326,5
2023-01-07 06:00:00+00:00,16925.44,16929.49,16915.39,736,16926.6,33.933084,16922.214037,BTC/USD,16934.744166666667,16841.157083333335,-0.7410600000000268,5
2023-01-07 07:00:00+00:00,16940.88,16941.62,16924.86,583,16925.03,37.682612,16935.244569,BTC/USD,16935.37833333333,16843.719583333335,-0.6638600000000151,5
2023-01-07 08:00:00+00:00,16921.45,16946.34,16920.65,1199,16941.13,61.217935,16930.384766,BTC/USD,16938.015,16846.208958333333,-0.7610100000000094,5
2023-01-07 09:00:00+00:00,16921.99,16934.7258,16912.972788,568,16923.37,22.927921443,16920.339568,BTC/USD,16937.9225,16848.692916666667,-0.7583099999999976,5
2023-01-07 10:00:00+00:00,16914.2,16922.73,16905.72,458,16921.98,20.003622,16912.649048,BTC/USD,16934.74583333333,16850.696666666667,-0.7972600000000094,5
2023-01-07 11:00:00+00:00,16910.74,16917.07,16901.89,478,16914.2,19.210972,16911.701089,BTC/USD,16931.995,16852.418333333335,-0.8145599999999977,5
2023-01-07 12:00:00+00:00,16909.93,16913.88,16900.9,519,16910.31,19.818249,16906.73152,BTC/USD,16927.021666666667,16854.325,-0.818610000000015,5
2023-01-07 13:00:00+00:00,16911.94,16930.98,16907.05,1032,16909.93,75.214336,16920.079435,BTC/USD,16924.539166666666,16857.209166666667,-0.8085600000000267,5
2023-01-07 14:00:00+00:00,16931.68,16938.76,16903.18,947,16910.94,39.056321,16919.040078,BTC/USD,16924.174166666668,16859.440833333334,-0.7098600000000151,5
2023-01-07 15:00:00+00:00,16934.13,16939.0,16926.58,700,16931.65,32.900195255,16933.604459,BTC/USD,16923.341666666667,16861.421041666665,-0.6976100000000152,5
2023-01-07 16:00:00+00:00,16915.0,16933.8,16909.57,766,16932.02,52.802615,16919.9127,BTC/USD,16922.0,16863.112916666665,-0.7932600000000093,5
2023-01-07 17:00:00+00:00,16922.85,16927.49,16910.65,754,16915.81,45.34103,16922.016249,BTC/USD,16921.685833333333,16865.525208333333,-0.7540100000000093,5
2023-01-07 18:00:00+00:00,16929.4,16932.93,16918.274,1055,16922.82,31.318688,16928.133826,BTC/USD,16922.015833333335,16867.444166666664,-0.7212600000000093,5
2023-01-07 19:00:00+00:00,16936.03,16939.4,16927.18,594,16930.52,22.045568249,16932.898712,BTC/USD,16921.611666666668,16869.070416666666,-0.6881100000000151,5
2023-01-07 20:00:00+00:00,16940.0,16943.9,16930.82,706,16936.92,49.998104,16936.25655,BTC/USD,16923.1575,16870.892708333333,-0.6682600000000093,5
2023-01-07 21:00:00+00:00,16932.58,16942.41,16928.55,1005,16939.99,53.1355,16934.757273,BTC/USD,16924.04,16872.757083333334,-0.7053600000000151,5
2023-01-07 22:00:00+00:00,16929.33,16942.7736,16923.74,948,16932.57,46.624328063,16929.247595,BTC/USD,16925.300833333335,16874.786041666666,-0.7216100000000152,5
2023-01-07 23:00:00+00:00,16937.29,16940.09,16925.0,1205,16929.32,44.532349771,16934.659874,BTC/USD,16927.513333333332,16877.13708333333,-0.6818099999999977,5
2023-01-08 00:00:00+00:00,16917.23,16949.0,16906.16,2164,16935.89,132.2077661,16922.446901,BTC/USD,16928.121666666666,16878.482916666668,-0.7821100000000152,5
2023-01-08 01:00:00+00:00,16921.43,16928.26,16908.95,1180,16919.16,71.639731,16920.294262,BTC/USD,16928.9125,16880.542708333334,-0.7611100000000152,5
2023-01-08 02:00:00+00:00,16922.76,16925.52,16912.47,653,16920.29,25.034534,16919.479222,BTC/USD,16928.169166666667,16882.416875,-0.7544600000000209,5
2023-01-08 03:00:00+00:00,16935.59,16935.99,16920.09,942,16923.12,66.556889,16926.959087,BTC/USD,16928.290833333333,16884.679166666665,-0.6903100000000267,5
2023-01-08 04:00:00+00:00,16928.0,16936.56,16927.23,506,16936.0,29.283441,16931.936355,BTC/USD,16929.374166666665,16886.979375,-0.7282600000000093,5
2023-01-08 05:00:00+00:00,16936.0,16936.0,16927.0,491,16928.97,12.036828,16931.592452,BTC/USD,16930.47,16889.740416666664,-0.6882600000000093,5
2023-01-08 06:00:00+00:00,16941.56,16942.57,16925.1,634,16935.27,33.548586,16933.676478,BTC/USD,16931.483333333334,16893.07,-0.6604600000000209,5
2023-01-08 07:00:00+00:00,16946.34,16950.07,16936.04,693,16940.83,43.829203772,16942.327754,BTC/USD,16932.3425,16896.3325,-0.6365600000000268,5
2023-01-08 08:00:00+00:00,16938.43,16947.32,16933.36,570,16946.34,23.645305,16940.815229,BTC/USD,16932.211666666666,16899.325208333332,-0.6761100000000152,5
